128;128;0.063964128494262
128;256;0.1279666423797607
128;384;0.1999690532684326
128;512;0.251935243606567
128;640;0.319901466369628
128;768;0.399916172027587
128;896;0.4358892440795898
128;1024;0.523848772048950
256;256;0.27192807197570
256;512;0.503870725631713
256;768;0.771804809570312
256;1024;1.055731296539306
256;1280;1.315685033798217
256;1536;1.579600334167480
256;1792;2.147434473037719
256;2048;2.647330999374389
512;512;1.443630933761596
512;1024;2.431383609771728
512;1536;3.49911260604858
512;2048;4.9427542686462
512;2560;5.63856172561645
512;3072;7.05023121833801
512;3584;8.0819306373596
512;4096;8.97372269630432
1024;1024;4.350897073745727
1024;2048;9.83366489410400
1024;3072;12.86075067520141
1024;4096;17.45955944061279
1024;5120;22.63825678825378
